;代码	座标x	座标y	怪物名称		范围	数量	时间(m)	集中刷新坐标机率	名字颜色(0~255)
YGSD4	39	42	雪域魅妖	300	20	10	0	255	
YGSD4	39	42	雪人王		300	20	10	0	255	
YGSD4	39	42	雪域小妖	300	20	10	0	255	
YGSD4	39	42	雪域将军	300	10	10	0	255	
									
YGSD4	39	42	北极熊		300	20	10	0	255	
YGSD4	39	42	雪域将领	300	20	10	0	255	
YGSD4	39	42	雪域魅妖	300	20	10	0	255	
YGSD4	39	42	雪人王		300	20	10	0	255	
YGSD4	39	42	雪域小妖	300	20	10	0	255	
YGSD4	39	42	雪域将军	300	10	10	0	255
									
YGSD4	39	42	北极熊		300	20	10	0	255	
YGSD4	39	42	雪域将领	300	20	10	0	255	
YGSD4	39	42	雪域魅妖	300	20	10	0	255	
YGSD4	39	42	雪人王		300	20	10	0	255	
YGSD4	39	42	雪域小妖	300	20	10	0	255	
YGSD4	39	42	雪域将军	300	10	10	0	255	
YGSD4	39	42	恶魔鬼魂→荣耀BOSS	20	1	90	0	249
YGSD4	39	42      阴阳魔王→铂金BOSS	20	1	60	0	249	
YGSD4	39	42	蛮荒统领→黄金BOSS	20	5	30	0	249
YGSD4	39	42	烈火魔龙→黄金BOSS	20	5	30	0	249
YGSD4	39	42	恶灵战将→白银BOSS	20	5	15	0	249
YGSD4	39	42	骷髅领主→白银BOSS	20	5	15	0	249
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;									

									
hsdx1	141	117	镇天小妖	300	30	10	0	255	
hsdx1	141	117	镇天斗士	300	30	10	0	255	
hsdx1	141	117	镇天刀魂	300	30	10	0	255	
hsdx1	141	117	镇天锤兵	300	30	10	0	255	
hsdx1	141	117	镇天神兽	300	30	10	0	255	
hsdx1	141	117	镇天小妖	300	30	10	0	255	
hsdx1	141	117	镇天斗士	300	30	10	0	255	
hsdx1	141	117	镇天刀魂	300	30	10	0	255	
hsdx1	141	117	镇天锤兵	300	30	10	0	255	
hsdx1	141	117	镇天小妖	300	30	10	0	255	
hsdx1	141	117	镇天斗士	300	30	10	0	255	
hsdx1	141	117	镇天刀魂	300	30	10	0	255	
hsdx1	141	117	镇天锤兵	300	30	10	0	255	
hsdx1	141	117	镇天神兽	300	30	10	0	255	
hsdx1	141	117	镇天小妖	300	30	10	0	255	
hsdx1	141	117	镇天斗士	300	30	10	0	255	
hsdx1	141	117	镇天刀魂	300	30	10	0	255	
hsdx1	141	117	镇天锤兵	300	30	10	0	255	
hsdx1	141	117	蓝色妖兽→王者BOSS	200	1	90	0	249
hsdx1	141	117	恶魔鬼魂→荣耀BOSS	200	1	60	0	249
hsdx1	141	117      阴阳魔王→铂金BOSS	200	1	60	0	249	
hsdx1	141	117	蛮荒统领→黄金BOSS	200	6	30	0	249
hsdx1	141	117	烈火魔龙→黄金BOSS	200	6	30	0	249
hsdx1	141	117	恶灵战将→白银BOSS	200	10	15	0	249
hsdx1	141	117	骷髅领主→白银BOSS	200	10	15	0	249
	
									
hsdx2	145	114	镇天小妖	300	30	10	0	255	
hsdx2	145	114	镇天斗士	300	30	10	0	255	
hsdx2	145	114	镇天刀魂	300	30	10	0	255	
hsdx2	145	114	镇天锤兵	300	30	10	0	255		
hsdx2	145	114	镇天小妖	300	30	10	0	255	
hsdx2	145	114	镇天斗士	300	30	10	0	255	
hsdx2	145	114	镇天刀魂	300	30	10	0	255	
hsdx2	145	114	镇天锤兵	300	30	10	0	255	
hsdx2	145	114	镇天小妖	300	30	10	0	255	
hsdx2	145	114	镇天斗士	300	30	10	0	255	
hsdx2	145	114	镇天刀魂	300	30	10	0	255	
hsdx2	145	114	镇天锤兵	300	30	10	0	255		
hsdx2	145	114	镇天小妖	300	30	10	0	255	
hsdx2	145	114	镇天斗士	300	30	10	0	255	
hsdx2	145	114	镇天刀魂	300	30	10	0	255	
hsdx2	145	114	镇天锤兵	300	30	10	0	255	
hsdx2	145	114	蓝色妖兽→王者BOSS	200	1	90	0	249
hsdx2	145	114	恶魔鬼魂→荣耀BOSS	200	1	60	0	249
hsdx2	145	114	阴阳魔王→铂金BOSS	200	2	60	0	249	
hsdx2	145	114	蛮荒统领→黄金BOSS	200	8	30	0	23
hsdx2	145	114	烈火魔龙→黄金BOSS	200	8	30	0	23
hsdx2	145	114	恶灵战将→白银BOSS	200	10	15	0	250
hsdx2	145	114	骷髅领主→白银BOSS	200	10	15	0	250
									
;第二幕 OK									
OBJ36	145	140	迷失长矛怪		200	5	10	0	255
OBJ36	145	140	变异毒蝎		200	5	10	0	255
OBJ36	145	140	失落力士		200	5	10	0	255
OBJ36	145	140	食人花			200	5	10	0	255
OBJ36	145	140	失落妖兽		200	5	10	0	255
OBJ36	145	140	迷失守卫		200	5	10	0	255
OBJ36	145	140	失落统领		200	5	10	0	255

OBJ36	145	140	赤焰魔王→巅峰BOSS	200	1	90	0	249
OBJ36	145	140	蓝色妖兽→王者BOSS	200	2	60	0	249
OBJ36	145	140	恶魔鬼魂→荣耀BOSS	200	5	60	0	249
OBJ36	145	140	阴阳魔王→铂金BOSS	200	5	60	0	249
OBJ36	145	140	蛮荒统领→黄金BOSS	200	8	30	0	23
OBJ36	145	140	烈火魔龙→黄金BOSS	200	8	30	0	23
OBJ36	145	140	恶灵战将→白银BOSS	200	10	15	0	250
OBJ36	145	140	骷髅领主→白银BOSS	200	10	15	0	250

OBJ57	145	140	迷失长矛怪		200	5	10	0	255
OBJ57	145	140	变异毒蝎		200	5	10	0	255
OBJ57	145	140	失落力士		200	5	10	0	255
OBJ57	123	187	食人花			200	5	10	0	255
OBJ57	74	136	失落妖兽		200	5	10	0	255
OBJ57	79	62	迷失守卫		200	5	10	0	255
OBJ57	24	47	失落统领		200	5	10	0	255

OBJ57	116	50	赤焰魔王→巅峰BOSS	200	1	90	0	249
OBJ57	116	50	蓝色妖兽→王者BOSS	200	2	60	0	249
OBJ57	116	50	恶魔鬼魂→荣耀BOSS	200	5	60	0	249
OBJ57	123	187	阴阳魔王→铂金BOSS	200	5	60	0	249
OBJ57	47	65	蛮荒统领→黄金BOSS	200	8	30	0	23
OBJ57	24	47	烈火魔龙→黄金BOSS	200	8	30	0	23
OBJ57	74	136	恶灵战将→白银BOSS	200	10	15	0	250
OBJ57	79	62	骷髅领主→白银BOSS	200	10	15	0	250

DSDT	71	79	迷失长矛怪		200	5	10	0	255
DSDT	71	79	变异毒蝎		200	5	10	0	255
DSDT	71	79	失落力士		200	5	10	0	255
DSDT	71	79	食人花			200	5	10	0	255
DSDT	71	79	失落妖兽		200	5	10	0	255
DSDT	71	79	迷失守卫		200	5	10	0	255
DSDT	71	79	失落统领		200	5	10	0	255

DSDT	71	79	赤焰魔王→巅峰BOSS	200	1	90	0	249
DSDT	71	79	蓝色妖兽→王者BOSS	200	1	60	0	249
DSDT	71	79	恶魔鬼魂→荣耀BOSS	200	2	60	0	249
DSDT	71	79	阴阳魔王→铂金BOSS	200	2	60	0	249
DSDT	71	79	蛮荒统领→黄金BOSS	200	4	30	0	23
DSDT	71	79	烈火魔龙→黄金BOSS	200	4	30	0	23
DSDT	71	79	恶灵战将→白银BOSS	200	5	15	0	250
DSDT	71	79	骷髅领主→白银BOSS	200	5	15	0	250

;迷城国度一层 OK									
OBJ44	135	151	变异虾怪		300	5	10	0	255
OBJ44	135	151	变异飞鱼		300	5	10	0	255
OBJ44	135	151	瘟疫鱼人		300	5	10	0	255
OBJ44	135	151	变异恶蟹		300	5	10	0	255
OBJ44	135	151	鱼妖		300	30	5	0	255
OBJ44	135	151	瘟疫施法者		300	5	10	0	255
OBJ44	135	151	带毒玄龟		300	5	10	0	255

OBJ44	135	151	邪神傲世→巅峰BOSS	300	1	90	0	249
OBJ44	135	151	蓝色妖兽→王者BOSS	200	2	90	0	249
OBJ44	135	151	恶魔鬼魂→荣耀BOSS	200	5	60	0	249
OBJ44	135	151     阴阳魔王→铂金BOSS	200	8	60	0	249
OBJ44	135	151	蛮荒统领→黄金BOSS	200	10	30	0	23
OBJ44	135	151	烈火魔龙→黄金BOSS	200	10	30	0	23
OBJ44	55	24	恶灵战将→白银BOSS	200	15	15	0	250
OBJ44	55	24	骷髅领主→白银BOSS	200	15	15	0	250

;迷城国度二层 OK									
OBJ67	41	55	变异虾怪		100	3	5	0	255
OBJ67	41	55	变异飞鱼		100	3	5	0	255
OBJ67	41	55	瘟疫鱼人		100	3	5	0	255
OBJ67	41	55	瘟疫鱼人1		100	3	5	0	255

OBJ67	45	50	邪神傲世→巅峰BOSS	20	1	90	0	249
OBJ67	45	50	蓝色妖兽→王者BOSS	20	1	90	0	249
OBJ67	45	50	恶魔鬼魂→荣耀BOSS	20	2	60	0	249
OBJ67	45	50      阴阳魔王→铂金BOSS	20	3	60	0	249
OBJ67	45	50	蛮荒统领→黄金BOSS	20	4	30	0	23
OBJ67	45	50	烈火魔龙→黄金BOSS	20	4	30	0	23
OBJ67	45	50	恶灵战将→白银BOSS	20	8	15	0	250
OBJ67	45	50	骷髅领主→白银BOSS	20	8	15	0	250

									
									
;枯骨墓穴一层 OK 									
OBJ48+49	100	108	石原草蜢		200	5	15	0	255
OBJ48+49	100	108	石原恶灵		200	5	15	0	255
OBJ48+49	100	108	石原妖商		200	5	15	0	255
OBJ48+49	100	108	兽人统帅		200	5	15	0	255
OBJ48+49	100	108	石原守护兽		200	5	15	0	255
OBJ48+49	100	108	永恒魔王→至尊BOSS	150	1	150	0	249
OBJ48+49	100	108	邪神傲世→巅峰BOSS	200	1	90	0	249
OBJ48+49	100	108	蓝色妖兽→王者BOSS	200	1	90	0	249
OBJ48+49	100	108	恶魔鬼魂→荣耀BOSS	200	3	60	0	249
OBJ48+49	100	108     阴阳魔王→铂金BOSS	200	5	60	0	249
OBJ48+49	100	108	蛮荒统领→黄金BOSS	200	10	30	0	23
OBJ48+49	100	108	烈火魔龙→黄金BOSS	200	10	30	0	23
OBJ48+49	100	108	恶灵战将→白银BOSS	200	40	15	0	250
OBJ48+49	100	108	骷髅领主→白银BOSS	200	40	15	0	250

;枯骨墓穴二层  OK									
OBJML	154	152	石原草蜢		200	15	60	0	255
OBJML	154	152	石原恶灵		200	15	60	0	255
OBJML	154	152	石原妖商		200	15	60	0	255
OBJML	154	152	兽人统帅		200	15	60	0	255
OBJML	154	152	石原守护兽		200	15	60	0	255

OBJML	154	152	邪神傲世→巅峰BOSS	50	1	90	0	249
OBJML	154	152	蓝色妖兽→王者BOSS	50	1	90	0	249
OBJML	154	152	恶魔鬼魂→荣耀BOSS	50	3	60	0	249
OBJML	154	152     阴阳魔王→铂金BOSS	50	5	60	0	249
OBJML	154	152	蛮荒统领→黄金BOSS	50	10	30	0	23
OBJML	154	152	烈火魔龙→黄金BOSS	50	10	30	0	23
OBJML	154	152	恶灵战将→白银BOSS	50	20	15	0	250
OBJML	154	152	骷髅领主→白银BOSS	50	20	15	0	250

;枯骨墓穴祭坛  OK									
bsrlm	36	30	兽人统帅		200	5	40	0	255
bsrlm	36	30	石原守护兽		200	5	40	0	255
bsrlm	36	30	永恒魔王→至尊BOSS	200	1	180	0	249
bsrlm	36	30	邪神傲世→巅峰BOSS	150	1	90	0	249
bsrlm	36	30	蓝色妖兽→王者BOSS	150	1	90	0	249
bsrlm	36	30	恶魔鬼魂→荣耀BOSS	150	2	60	0	249
bsrlm	36	30      阴阳魔王→铂金BOSS	150	3	60	0	249
bsrlm	36	30	蛮荒统领→黄金BOSS	150	5	30	0	23


;狭路相逢  OK									
OBJ54	142	158	魔窟锤兵		200	5	20	0	255
OBJ54	142	158	魔窟刀客		200	5	20	0	255
OBJ54	142	158	重盾使者		200	5	20	0	255
OBJ54	142	158	原石雕像		200	5	20	0	255
OBJ54	142	158	血池妖灵		200	5	20	0	255
OBJ54	142	158	石化巨兽		200	5	20	0	255

OBJ54	142	158	幽冥灵尊→至尊BOSS	100	1	150	0	249

OBJ54	142	158	邪神傲世→巅峰BOSS	150	1	90	0	249
OBJ54	142	158	蓝色妖兽→王者BOSS	150	1	90	0	249
OBJ54	142	158	恶魔鬼魂→荣耀BOSS	150	3	60	0	249
OBJ54	142	158	阴阳魔王→铂金BOSS	150	5	60	0	249
OBJ54	142	158	蛮荒统领→黄金BOSS	150	8	30	0	23
OBJ54	142	158	烈火魔龙→黄金BOSS	150	8	30	0	23
OBJ54	142	158	恶灵战将→白银BOSS	150	15	15	0	250
OBJ54	142	158	骷髅领主→白银BOSS	150	15	15	0	250



OBJ60	52	46	魔窟锤兵		100	2	10	0	255
OBJ60	52	46	魔窟刀客		100	2	10	0	255
OBJ60	52	46	重盾使者		100	2	10	0	255
OBJ60	52	46	原石雕像		100	2	10	0	255
OBJ60	52	46	血池妖灵		100	2	10	0	255
OBJ60	52	46	石化巨兽		100	2	10	0	255

OBJ60	52	46	永恒魔王→至尊BOSS	150	1	150	0	249
OBJ60	52	46	邪神傲世→巅峰BOSS	150	1	90	0	249
OBJ60	52	46	蓝色妖兽→王者BOSS	150	1	90	0	249
OBJ60	52	46	恶魔鬼魂→荣耀BOSS	150	3	60	0	249
OBJ60	52	46	阴阳魔王→铂金BOSS	150	5	60	0	249
OBJ60	52	46	蛮荒统领→黄金BOSS	150	10	30	0	23
OBJ60	52	46	烈火魔龙→黄金BOSS	150	10	30	0	23
OBJ60	52	46	恶灵战将→白银BOSS	150	20	15	0	250
OBJ60	52	46	骷髅领主→白银BOSS	150	20	15	0	250




;至尊屠魔 OK									

OBJ56	130	147	玛雅施法者		200	5	10	0	255
OBJ56	130	147	玛雅苦行兽		200	5	10	0	255
OBJ56	130	147	玛雅巴丘		200	5	10	0	255
OBJ56	130	147	玛雅丧尸		200	5	10	0	255
OBJ56	130	147	玛雅刀客		200	5	10	0	255
OBJ56	130	147	玛雅歌颂者		200	5	10	0	255
OBJ56	130	147	玛雅法僧		200	5	10	0	255
OBJ56	130	147	玛雅天师		200	5	10	0	255

OBJ56	130	147	毒龙蚀天→史诗BOSS	200	1	180	0	249
OBJ56	130	147	幽冥灵尊→至尊BOSS	100	1	90	0	249
OBJ56	130	147	永恒魔王→至尊BOSS	150	1	90	0	249
OBJ56	130	147	邪神傲世→巅峰BOSS	150	1	60	0	249
OBJ56	130	147	蓝色妖兽→王者BOSS	150	1	60	0	249
OBJ56	130	147	恶魔鬼魂→荣耀BOSS	150	3	60	0	249
OBJ56	130	147	阴阳魔王→铂金BOSS	150	5	60	0	249
OBJ56	130	147	蛮荒统领→黄金BOSS	150	10	30	0	23
OBJ56	130	147	烈火魔龙→黄金BOSS	150	10	30	0	23
OBJ56	130	147	恶灵战将→白银BOSS	150	20	15	0	250
OBJ56	130	147	骷髅领主→白银BOSS	150	20	15	0	250
								

OBJ55	73	85	玛雅施法者		50	2	10	0	255
OBJ55	73	85	玛雅苦行兽		50	2	10	0	255
OBJ55	73	85	玛雅巴丘		50	2	10	0	255
OBJ55	73	85	玛雅丧尸		50	2	10	0	255
OBJ55	73	85	玛雅刀客		50	2	10	0	255
OBJ55	73	85	玛雅歌颂者		50	2	10	0	255
OBJ55	73	85	玛雅法僧		50	2	10	0	255
OBJ55	73	85	玛雅天师		50	2	10	0	255

OBJ55	73	85	毒龙蚀天→史诗BOSS	50	1	180	0	249
OBJ55	73	85	幽冥灵尊→至尊BOSS	50	1	90	0	249
OBJ55	73	85	永恒魔王→至尊BOSS	50	1	90	0	249
OBJ55	73	85	邪神傲世→巅峰BOSS	50	1	60	0	249
OBJ55	73	85	蓝色妖兽→王者BOSS	50	1	60	0	249
OBJ55	73	85	恶魔鬼魂→荣耀BOSS	50	3	60	0	249
OBJ55	73	85	阴阳魔王→铂金BOSS	50	5	60	0	249
OBJ55	73	85	蛮荒统领→黄金BOSS	50	10	30	0	23
OBJ55	73	85	烈火魔龙→黄金BOSS	50	10	30	0	23
OBJ55	73	85	恶灵战将→白银BOSS	50	20	15	0	250
OBJ55	73	85	骷髅领主→白银BOSS	50	20	15	0	250




;诺玛 OK									
									
47	134	125	诺玛战士		200	5	60	0	255
47	134	125	诺玛飞龙		200	5	60	0	255
47	134	125	诺玛卫兵		200	5	60	0	255
47	134	125	诺玛红龙		200	5	60	0	255
47	134	125	诺玛裁决者		200	5	60	0	255
47	134	125	诺玛魔王		200	5	60	0	255

47	105	134	修罗魔龙→史诗BOSS	20	1	120	0	249
47	105	134	毒龙蚀天→史诗BOSS	50	1	120	0	249
47	105	134	幽冥灵尊→至尊BOSS	50	1	60	0	249
47	105	134	永恒魔王→至尊BOSS	50	1	60	0	249

47	105	134	邪神傲世→巅峰BOSS	50	1	60	0	249
47	105	134	蓝色妖兽→王者BOSS	50	1	60	0	249
47	105	134	恶魔鬼魂→荣耀BOSS	50	3	60	0	249
47	105	134	阴阳魔王→铂金BOSS	50	5	60	0	249
47	105	134	蛮荒统领→黄金BOSS	50	10	30	0	23
47	105	134	烈火魔龙→黄金BOSS	50	10	30	0	23
47	105	134	恶灵战将→白银BOSS	50	20	15	0	250
47	105	134	骷髅领主→白银BOSS	50	20	15	0	250


46	105	134	诺玛战士		20	5	60	0	255
46	105	134	诺玛飞龙		20	5	60	0	255
46	105	134	诺玛卫兵		20	5	60	0	255
46	105	134	诺玛红龙		20	5	60	0	255
46	105	134	诺玛裁决者		20	5	60	0	255
46	105	134	诺玛魔王		20	5	60	0	255

46	105	134	修罗魔龙→史诗BOSS	20	1	120	0	249
46	105	134	毒龙蚀天→史诗BOSS	50	1	120	0	249
46	105	134	幽冥灵尊→至尊BOSS	50	1	60	0	249
46	105	134	永恒魔王→至尊BOSS	50	1	60	0	249

46	105	134	邪神傲世→巅峰BOSS	50	1	60	0	249
46	105	134	蓝色妖兽→王者BOSS	50	1	60	0	249
46	105	134	恶魔鬼魂→荣耀BOSS	50	3	60	0	249
46	105	134	阴阳魔王→铂金BOSS	50	5	60	0	249
46	105	134	蛮荒统领→黄金BOSS	50	10	30	0	23
46	105	134	烈火魔龙→黄金BOSS	50	10	30	0	23
46	105	134	恶灵战将→白银BOSS	50	20	15	0	250
46	105	134	骷髅领主→白银BOSS	50	20	15	0	250

;回馈地图 OK
hkdt1	100    100	冰宫天神→回馈BOSS	20	1	90	0	249
hkdt1	100    100	蓝色妖兽→王者BOSS	200	2	90	0	249
hkdt1	100    100	恶魔鬼魂→荣耀BOSS	200	5	60	0	249
hkdt1	100    100      阴阳魔王→铂金BOSS	200	8	60	0	249
hkdt1	100    100	蛮荒统领→黄金BOSS	200	10	30	0	23
hkdt1	100    100	烈火魔龙→黄金BOSS	200	10	30	0	23
hkdt1	100    100	恶灵战将→白银BOSS	200	15	15	0	250
hkdt1	100    100	骷髅领主→白银BOSS	200	15	15	0	250


hkdt2	100    100	神异领主→回馈BOSS	20	1	120	0	249
hkdt2	100    100	幽冥灵尊→至尊BOSS	100	1	120	0	249
hkdt2	100    100	邪神傲世→巅峰BOSS	150	1	90	0	249
hkdt2	100    100	蓝色妖兽→王者BOSS	150	1	90	0	249
hkdt2	100    100	恶魔鬼魂→荣耀BOSS	150	3	60	0	249
hkdt2	100    100	阴阳魔王→铂金BOSS	150	5	60	0	249
hkdt2	100    100	蛮荒统领→黄金BOSS	150	20	30	0	23
hkdt2	100    100	烈火魔龙→黄金BOSS	150	20	30	0	23
hkdt2	100    100	恶灵战将→白银BOSS	150	15	15	0	250
hkdt2	100    100	骷髅领主→白银BOSS	150	15	15	0	250


hkdt3	100    100	麒麟角兽→回馈BOSS	20	1	120	0	249
hkdt3	100    100	毒龙蚀天→史诗BOSS	200	1	180	0	249
hkdt3	100    100	幽冥灵尊→至尊BOSS	100	1	90	0	249
hkdt3	100    100	永恒魔王→至尊BOSS	150	1	90	0	249
hkdt3	100    100	邪神傲世→巅峰BOSS	150	1	60	0	249
hkdt3	100    100	蓝色妖兽→王者BOSS	150	1	60	0	249
hkdt3	100    100	恶魔鬼魂→荣耀BOSS	150	3	60	0	249
hkdt3	100    100	阴阳魔王→铂金BOSS	150	5	60	0	249
hkdt3	100    100	蛮荒统领→黄金BOSS	150	20	30	0	23
hkdt3	100    100	烈火魔龙→黄金BOSS	150	20	30	0	23
hkdt3	100    100	恶灵战将→白银BOSS	150	20	15	0	250
hkdt3	100    100	骷髅领主→白银BOSS	150	20	15	0	250
	
hkdt4	100    100	死亡之翼→回馈BOSS	20	1	120	0	249							
hkdt4	100    100	修罗魔龙→史诗BOSS	20	1	120	0	249
hkdt4	100    100	毒龙蚀天→史诗BOSS	50	1	120	0	249
hkdt4	100    100	幽冥灵尊→至尊BOSS	50	1	60	0	249
hkdt4	100    100	永恒魔王→至尊BOSS	50	1	60	0	249
hkdt4	100    100	邪神傲世→巅峰BOSS	50	1	60	0	249
hkdt4	100    100	蓝色妖兽→王者BOSS	50	1	60	0	249
hkdt4	100    100	恶魔鬼魂→荣耀BOSS	50	3	60	0	249
hkdt4	100    100	阴阳魔王→铂金BOSS	50	5	60	0	249
hkdt4	100    100	蛮荒统领→黄金BOSS	50	20	30	0	23
hkdt4	100    100	烈火魔龙→黄金BOSS	50	20	30	0	23
hkdt4	100    100	恶灵战将→白银BOSS	50	30	15	0	250
hkdt4	100    100	骷髅领主→白银BOSS	50	30	15	0	250


ywdb1	343	143	炼狱之主→黄金BOSS	300	30	30	0	23
ywdb1	417	303	上古统领→黄金BOSS	300	30	30	0	23
ywdb1	353	470	蛮荒统领→黄金BOSS	300	30	30	0	23
ywdb1	247	226	烈火魔龙→黄金BOSS	300	30	30	0	23
ywdb1	264	406	恶灵战将→白银BOSS	300	100	15	0	250
ywdb1	283	60	骷髅领主→白银BOSS	300	100	15	0	250
ywdb1	283	377	战狂统领→白银BOSS	300	100	15	0	250
ywdb1	94	256	石墓教主→白银BOSS	300	100	15	0	250
ywdb1	94	256	蓝色妖兽→王者BOSS	250	1	120	0	249
ywdb1	94	256	恶魔鬼魂→荣耀BOSS	250	3	90	0	249
ywdb1	94	256	阴阳魔王→铂金BOSS	250	5	90	0	249
ywdb1	94	256	王者魔王→野外BOSS	250	1	120	0	249


ywdb2	94	256	独角兽王→野外BOSS	300	1	120	0	250
ywdb2	94	256	蓝色妖兽→王者BOSS	250	1	120	0	249
ywdb2	94	256	恶魔鬼魂→荣耀BOSS	250	3	90	0	249
ywdb2	94	256	阴阳魔王→铂金BOSS	250	5	90	0	249
ywdb2	343	143	炼狱之主→黄金BOSS	300	30	30	0	23
ywdb2	417	303	上古统领→黄金BOSS	300	30	30	0	23
ywdb2	353	470	蛮荒统领→黄金BOSS	300	30	30	0	23
ywdb2	247	226	烈火魔龙→黄金BOSS	300	30	30	0	23
ywdb2	264	406	恶灵战将→白银BOSS	300	100	15	0	250
ywdb2	283	60	骷髅领主→白银BOSS	300	100	15	0	250
ywdb2	283	377	战狂统领→白银BOSS	300	100	15	0	250
ywdb2	94	256	石墓教主→白银BOSS	300	100	15	0	250

;--------------------------
Fditu1	403    88	变异虾怪		300	80	10	0	255	
Fditu1	159    175	变异飞鱼		300	80	10	0	255	
Fditu1	334    327	瘟疫鱼人		300	80	10	0	255	
Fditu1	159    175	变异恶蟹		300	80	10	0	255	
Fditu1	159    175	鱼妖			300	80	10	0	255	
Fditu1	159    175	瘟疫施法者		300	80	10	0	255	
Fditu1	159    175	变异虾怪		300	80	10	0	255	
Fditu1	159    175	变异飞鱼		300	80	10	0	255	
Fditu1	159    175	瘟疫鱼人		300	80	10	0	255	
Fditu1	63    300	变异恶蟹		300	80	10	0	255	
Fditu1	159    175	鱼妖			300	80	10	0	255	
Fditu1	403    88	变异虾怪		300	80	10	0	255	
Fditu1	159    175	变异飞鱼		300	80	10	0	255	
Fditu1	334    327	瘟疫鱼人		300	80	10	0	255	
Fditu1	159    175	变异恶蟹		300	80	10	0	255	
Fditu1	159    175	鱼妖			300	80	10	0	255	
Fditu1	159    175	瘟疫施法者		300	80	10	0	255	
Fditu1	159    175	变异虾怪		300	80	10	0	255	
Fditu1	159    175	变异飞鱼		300	80	10	0	255	
Fditu1	159    175	瘟疫鱼人		300	80	10	0	255	
Fditu1	63    300	变异恶蟹		300	80	10	0	255	
Fditu1	159    175	鱼妖			300	80	10	0	255	
Fditu1	243	232	邪神傲世→巅峰BOSS	300	1	90	0	249
Fditu1	243	232	蓝色妖兽→王者BOSS	200	2	90	0	249
Fditu1	243	232	恶魔鬼魂→荣耀BOSS	200	5	60	0	249
Fditu1	243	232     阴阳魔王→铂金BOSS	200	8	60	0	249
Fditu1	243	232	蛮荒统领→黄金BOSS	200	10	30	0	23
Fditu1	243	232	烈火魔龙→黄金BOSS	200	10	30	0	23
Fditu1	243	232	恶灵战将→白银BOSS	200	35	15	0	250
Fditu1	243	232	骷髅领主→白银BOSS	200	35	15	0	250

									
Fditu2	39	42	变异虾怪		300	20	10	0	255	
Fditu2	39	42	变异飞鱼		300	20	10	0	255	
Fditu2	39	42	瘟疫鱼人		300	20	10	0	255	
Fditu2	39	42	变异恶蟹		300	20	10	0	255	
Fditu2	39	42	鱼妖			300	20	10	0	255	
Fditu2	39	42	瘟疫施法者		300	10	10	0	255
									
Fditu2	39	42	变异虾怪		300	20	10	0	255	
Fditu2	39	42	变异飞鱼		300	20	10	0	255	
Fditu2	39	42	瘟疫鱼人		300	20	10	0	255	
Fditu2	39	42	变异恶蟹		300	20	10	0	255	
Fditu2	39	42	鱼妖			300	20	10	0	255	
Fditu2	39	42	瘟疫施法者		300	10	10	0	255	
									
Fditu2	39	42	变异虾怪		300	20	10	0	255	
Fditu2	39	42	变异飞鱼		300	20	10	0	255	
Fditu2	39	42	瘟疫鱼人		300	20	10	0	255	
Fditu2	39	42	变异恶蟹		300	20	10	0	255	
Fditu2	39	42	鱼妖			300	20	10	0	255	
Fditu2	39	42	瘟疫施法者		300	10	10	0	255
									
Fditu2	39	42	变异虾怪		300	20	10	0	255	
Fditu2	39	42	变异飞鱼		300	20	10	0	255	
Fditu2	39	42	瘟疫鱼人		300	20	10	0	255	
Fditu2	39	42	变异恶蟹		300	20	10	0	255	
Fditu2	39	42	鱼妖			300	20	10	0	255	
Fditu2	39	42	瘟疫施法者		300	10	10	0	255	
Fditu2	138	150	邪神傲世→巅峰BOSS	200	1	90	0	249
Fditu2	138	150	蓝色妖兽→王者BOSS	200	1	90	0	249
Fditu2	138	150	恶魔鬼魂→荣耀BOSS	200	2	60	0	249
Fditu2	138	150      阴阳魔王→铂金BOSS	200	3	60	0	249
Fditu2	138	150	蛮荒统领→黄金BOSS	200	14	30	0	23
Fditu2	138	150	烈火魔龙→黄金BOSS	200	14	30	0	23
Fditu2	138	150	恶灵战将→白银BOSS	200	28	15	0	250
Fditu2	138	150	骷髅领主→白银BOSS	200	28	15	0	250

Fditu3	150	155	变异虾怪		300	10	5	0	255
Fditu3	150	155	变异飞鱼		300	10	5	0	255
Fditu3	150	155	瘟疫鱼人		300	10	5	0	255
Fditu3	150	155	邪神傲世→巅峰BOSS	200	1	90	0	249
Fditu3	150	155	蓝色妖兽→王者BOSS	200	1	90	0	249
Fditu3	150	155	恶魔鬼魂→荣耀BOSS	200	2	60	0	249
Fditu3	150	155     阴阳魔王→铂金BOSS	200	3	60	0	249
Fditu3	150	155	蛮荒统领→黄金BOSS	200	15	30	0	23
Fditu3	150	155	烈火魔龙→黄金BOSS	200	15	30	0	23
Fditu3	150	155	恶灵战将→白银BOSS	200	28	15	0	250
Fditu3	150	155	骷髅领主→白银BOSS	200	28	15	0	250



;邪魔怪道一层 OK									
Gditu1	135	151	变异虾怪		300	25	10	0	255
Gditu1	135	151	变异飞鱼		300	25	10	0	255
Gditu1	135	151	瘟疫鱼人		300	25	10	0	255
